Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Ourense";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"03/11/2024";"Lluvia";"0.0";"1";"L/m2"
"03/11/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"03/11/2024";"Temperatura media  atura a 1.5m";"15.00";"1";"ºC"
"04/11/2024";"Lluvia";"2.0";"1";"L/m2"
"04/11/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"04/11/2024";"Temperatura media  atura a 1.5m";"13.07";"1";"ºC"
"05/11/2024";"Lluvia";"1.0";"1";"L/m2"
"05/11/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"05/11/2024";"Temperatura media  atura a 1.5m";"16.41";"1";"ºC"
"06/11/2024";"Lluvia";"0.0";"1";"L/m2"
"06/11/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"06/11/2024";"Temperatura media  atura a 1.5m";"16.92";"1";"ºC"
"07/11/2024";"Lluvia";"0.0";"1";"L/m2"
"07/11/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"07/11/2024";"Temperatura media  atura a 1.5m";"15.17";"1";"ºC"
"08/11/2024";"Lluvia";"0.0";"1";"L/m2"
"08/11/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"08/11/2024";"Temperatura media  atura a 1.5m";"15.37";"1";"ºC"
"09/11/2024";"Lluvia";"0.0";"1";"L/m2"
"09/11/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"09/11/2024";"Temperatura media  atura a 1.5m";"14.15";"1";"ºC"
"10/11/2024";"Lluvia";"3.0";"1";"L/m2"
"10/11/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"10/11/2024";"Temperatura media  atura a 1.5m";"15.62";"1";"ºC"
"11/11/2024";"Lluvia";"0.0";"1";"L/m2"
"11/11/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"11/11/2024";"Temperatura media  atura a 1.5m";"14.50";"1";"ºC"
"12/11/2024";"Lluvia";"0.0";"1";"L/m2"
"12/11/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"12/11/2024";"Temperatura media  atura a 1.5m";"10.59";"1";"ºC"
"13/11/2024";"Lluvia";"0.0";"1";"L/m2"
"13/11/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"13/11/2024";"Temperatura media  atura a 1.5m";"9.69";"1";"ºC"
"14/11/2024";"Lluvia";"0.0";"1";"L/m2"
"14/11/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"14/11/2024";"Temperatura media  atura a 1.5m";"12.58";"1";"ºC"
"15/11/2024";"Lluvia";"0.8";"1";"L/m2"
"15/11/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"15/11/2024";"Temperatura media  atura a 1.5m";"13.36";"1";"ºC"
"16/11/2024";"Lluvia";"0.4";"1";"L/m2"
"16/11/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"16/11/2024";"Temperatura media  atura a 1.5m";"13.37";"1";"ºC"
"17/11/2024";"Lluvia";"0.0";"1";"L/m2"
"17/11/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"17/11/2024";"Temperatura media  atura a 1.5m";"12.20";"1";"ºC"
"18/11/2024";"Lluvia";"0.0";"1";"L/m2"
"18/11/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"18/11/2024";"Temperatura media  atura a 1.5m";"12.20";"1";"ºC"
"19/11/2024";"Lluvia";"0.0";"1";"L/m2"
"19/11/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"19/11/2024";"Temperatura media  atura a 1.5m";"11.90";"1";"ºC"
"20/11/2024";"Lluvia";"0.4";"1";"L/m2"
"20/11/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"20/11/2024";"Temperatura media  atura a 1.5m";"13.44";"1";"ºC"
"21/11/2024";"Lluvia";"8.2";"1";"L/m2"
"21/11/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"21/11/2024";"Temperatura media  atura a 1.5m";"14.20";"1";"ºC"
"22/11/2024";"Lluvia";"0.8";"1";"L/m2"
"22/11/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"22/11/2024";"Temperatura media  atura a 1.5m";"9.10";"1";"ºC"
"23/11/2024";"Lluvia";"0.0";"1";"L/m2"
"23/11/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"23/11/2024";"Temperatura media  atura a 1.5m";"15.01";"1";"ºC"
"24/11/2024";"Lluvia";"30.6";"1";"L/m2"
"24/11/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"24/11/2024";"Temperatura media  atura a 1.5m";"18.08";"1";"ºC"
"25/11/2024";"Lluvia";"3.4";"1";"L/m2"
"25/11/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"25/11/2024";"Temperatura media  atura a 1.5m";"11.22";"1";"ºC"
"26/11/2024";"Lluvia";"0.0";"1";"L/m2"
"26/11/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"26/11/2024";"Temperatura media  atura a 1.5m";"10.86";"1";"ºC"
"27/11/2024";"Lluvia";"0.0";"1";"L/m2"
"27/11/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"27/11/2024";"Temperatura media  atura a 1.5m";"10.05";"1";"ºC"
"28/11/2024";"Lluvia";"0.0";"1";"L/m2"
"28/11/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"28/11/2024";"Temperatura media  atura a 1.5m";"11.16";"1";"ºC"
"29/11/2024";"Lluvia";"0.0";"1";"L/m2"
"29/11/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"29/11/2024";"Temperatura media  atura a 1.5m";"16.13";"1";"ºC"
"30/11/2024";"Lluvia";"1.0";"1";"L/m2"
"30/11/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"30/11/2024";"Temperatura media  atura a 1.5m";"14.21";"1";"ºC"
"01/12/2024";"Lluvia";"0.4";"1";"L/m2"
"01/12/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"01/12/2024";"Temperatura media  atura a 1.5m";"12.29";"1";"ºC"
"02/12/2024";"Lluvia";"0.4";"1";"L/m2"
"02/12/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"02/12/2024";"Temperatura media  atura a 1.5m";"12.22";"1";"ºC"
"03/12/2024";"Lluvia";"1.2";"1";"L/m2"
"03/12/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"03/12/2024";"Temperatura media  atura a 1.5m";"10.02";"1";"ºC"
"04/12/2024";"Lluvia";"0.0";"1";"L/m2"
"04/12/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"04/12/2024";"Temperatura media  atura a 1.5m";"11.91";"1";"ºC"
"05/12/2024";"Lluvia";"0.0";"1";"L/m2"
"05/12/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"05/12/2024";"Temperatura media  atura a 1.5m";"13.26";"1";"ºC"
"06/12/2024";"Lluvia";"0.0";"1";"L/m2"
"06/12/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"06/12/2024";"Temperatura media  atura a 1.5m";"14.64";"1";"ºC"
"07/12/2024";"Lluvia";"0.6";"1";"L/m2"
"07/12/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"07/12/2024";"Temperatura media  atura a 1.5m";"12.30";"1";"ºC"
"08/12/2024";"Lluvia";"0.0";"1";"L/m2"
"08/12/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"08/12/2024";"Temperatura media  atura a 1.5m";"7.52";"1";"ºC"
"09/12/2024";"Lluvia";"0.0";"1";"L/m2"
"09/12/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"09/12/2024";"Temperatura media  atura a 1.5m";"6.34";"1";"ºC"
"10/12/2024";"Lluvia";"0.0";"1";"L/m2"
"10/12/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"10/12/2024";"Temperatura media  atura a 1.5m";"4.55";"1";"ºC"
"11/12/2024";"Lluvia";"0.0";"1";"L/m2"
"11/12/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"11/12/2024";"Temperatura media  atura a 1.5m";"3.85";"1";"ºC"
"12/12/2024";"Lluvia";"0.0";"1";"L/m2"
"12/12/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"12/12/2024";"Temperatura media  atura a 1.5m";"6.45";"1";"ºC"
"13/12/2024";"Lluvia";"0.0";"1";"L/m2"
"13/12/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"13/12/2024";"Temperatura media  atura a 1.5m";"2.52";"1";"ºC"
"14/12/2024";"Lluvia";"0.0";"1";"L/m2"
"14/12/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"14/12/2024";"Temperatura media  atura a 1.5m";"2.23";"1";"ºC"
"15/12/2024";"Lluvia";"0.0";"1";"L/m2"
"15/12/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"15/12/2024";"Temperatura media  atura a 1.5m";"2.69";"1";"ºC"
"16/12/2024";"Lluvia";"0.0";"1";"L/m2"
"16/12/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"16/12/2024";"Temperatura media  atura a 1.5m";"6.28";"1";"ºC"
"17/12/2024";"Lluvia";"1.6";"1";"L/m2"
"17/12/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"17/12/2024";"Temperatura media  atura a 1.5m";"11.01";"1";"ºC"
"18/12/2024";"Lluvia";"13.0";"1";"L/m2"
"18/12/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"18/12/2024";"Temperatura media  atura a 1.5m";"14.56";"1";"ºC"
"19/12/2024";"Lluvia";"1.8";"1";"L/m2"
"19/12/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"19/12/2024";"Temperatura media  atura a 1.5m";"11.21";"1";"ºC"
"20/12/2024";"Lluvia";"0.0";"1";"L/m2"
"20/12/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"20/12/2024";"Temperatura media  atura a 1.5m";"4.64";"1";"ºC"
"21/12/2024";"Lluvia";"0.0";"1";"L/m2"
"21/12/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"21/12/2024";"Temperatura media  atura a 1.5m";"6.24";"1";"ºC"
"22/12/2024";"Lluvia";"0.0";"1";"L/m2"
"22/12/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"22/12/2024";"Temperatura media  atura a 1.5m";"9.21";"1";"ºC"
"23/12/2024";"Lluvia";"0.0";"1";"L/m2"
"23/12/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"23/12/2024";"Temperatura media  atura a 1.5m";"8.75";"1";"ºC"
"24/12/2024";"Lluvia";"0.0";"1";"L/m2"
"24/12/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"24/12/2024";"Temperatura media  atura a 1.5m";"5.78";"1";"ºC"
"25/12/2024";"Lluvia";"0.0";"1";"L/m2"
"25/12/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"25/12/2024";"Temperatura media  atura a 1.5m";"6.25";"1";"ºC"
"26/12/2024";"Lluvia";"0.0";"1";"L/m2"
"26/12/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"26/12/2024";"Temperatura media  atura a 1.5m";"4.86";"1";"ºC"
"27/12/2024";"Lluvia";"0.0";"1";"L/m2"
"27/12/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"27/12/2024";"Temperatura media  atura a 1.5m";"4.59";"1";"ºC"
"28/12/2024";"Lluvia";"0.0";"1";"L/m2"
"28/12/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"28/12/2024";"Temperatura media  atura a 1.5m";"4.65";"1";"ºC"
"29/12/2024";"Lluvia";"0.0";"1";"L/m2"
"29/12/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"29/12/2024";"Temperatura media  atura a 1.5m";"7.62";"1";"ºC"
"30/12/2024";"Lluvia";"0.0";"1";"L/m2"
"30/12/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"30/12/2024";"Temperatura media  atura a 1.5m";"3.44";"1";"ºC"
"31/12/2024";"Lluvia";"0.0";"1";"L/m2"
"31/12/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"31/12/2024";"Temperatura media  atura a 1.5m";"2.85";"1";"ºC"
"01/01/2025";"Lluvia";"0.0";"5";"L/m2"
"01/01/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"01/01/2025";"Temperatura media  atura a 1.5m";"2.50";"1";"ºC"
"02/01/2025";"Lluvia";"0.0";"1";"L/m2"
"02/01/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"02/01/2025";"Temperatura media  atura a 1.5m";"6.02";"1";"ºC"
"03/01/2025";"Lluvia";"0.0";"1";"L/m2"
"03/01/2025";"Humedad relativa media a 1.5m";"89";"1";"%"
"03/01/2025";"Temperatura media  atura a 1.5m";"10.17";"1";"ºC"
"04/01/2025";"Lluvia";"0.0";"1";"L/m2"
"04/01/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"04/01/2025";"Temperatura media  atura a 1.5m";"13.17";"1";"ºC"
"05/01/2025";"Lluvia";"22.6";"1";"L/m2"
"05/01/2025";"Humedad relativa media a 1.5m";"87";"1";"%"
"05/01/2025";"Temperatura media  atura a 1.5m";"12.85";"1";"ºC"
"06/01/2025";"Lluvia";"3.8";"1";"L/m2"
"06/01/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"06/01/2025";"Temperatura media  atura a 1.5m";"8.37";"1";"ºC"
"07/01/2025";"Lluvia";"2.8";"1";"L/m2"
"07/01/2025";"Humedad relativa media a 1.5m";"95";"1";"%"
"07/01/2025";"Temperatura media  atura a 1.5m";"9.74";"1";"ºC"
"08/01/2025";"Lluvia";"19.6";"1";"L/m2"
"08/01/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"08/01/2025";"Temperatura media  atura a 1.5m";"14.43";"1";"ºC"
"09/01/2025";"Lluvia";"9.8";"1";"L/m2"
"09/01/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"09/01/2025";"Temperatura media  atura a 1.5m";"13.93";"1";"ºC"
"10/01/2025";"Lluvia";"1.8";"1";"L/m2"
"10/01/2025";"Humedad relativa media a 1.5m";"91";"1";"%"
"10/01/2025";"Temperatura media  atura a 1.5m";"13.96";"1";"ºC"
"11/01/2025";"Lluvia";"1.4";"1";"L/m2"
"11/01/2025";"Humedad relativa media a 1.5m";"92";"1";"%"
"11/01/2025";"Temperatura media  atura a 1.5m";"14.09";"1";"ºC"
"12/01/2025";"Lluvia";"0.0";"1";"L/m2"
"12/01/2025";"Humedad relativa media a 1.5m";"89";"1";"%"
"12/01/2025";"Temperatura media  atura a 1.5m";"10.80";"1";"ºC"
"13/01/2025";"Lluvia";"0.0";"1";"L/m2"
"13/01/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"13/01/2025";"Temperatura media  atura a 1.5m";"5.63";"1";"ºC"
"14/01/2025";"Lluvia";"0.0";"1";"L/m2"
"14/01/2025";"Humedad relativa media a 1.5m";"89";"1";"%"
"14/01/2025";"Temperatura media  atura a 1.5m";"3.98";"1";"ºC"
"15/01/2025";"Lluvia";"0.0";"1";"L/m2"
"15/01/2025";"Humedad relativa media a 1.5m";"89";"1";"%"
"15/01/2025";"Temperatura media  atura a 1.5m";"2.09";"1";"ºC"
"16/01/2025";"Lluvia";"0.0";"1";"L/m2"
"16/01/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"16/01/2025";"Temperatura media  atura a 1.5m";"2.66";"1";"ºC"
"17/01/2025";"Lluvia";"0.0";"1";"L/m2"
"17/01/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"17/01/2025";"Temperatura media  atura a 1.5m";"4.44";"1";"ºC"
"18/01/2025";"Lluvia";"0.0";"1";"L/m2"
"18/01/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"18/01/2025";"Temperatura media  atura a 1.5m";"2.63";"1";"ºC"
"19/01/2025";"Lluvia";"9.0";"1";"L/m2"
"19/01/2025";"Humedad relativa media a 1.5m";"100";"1";"%"
"19/01/2025";"Temperatura media  atura a 1.5m";"2.82";"1";"ºC"
"20/01/2025";"Lluvia";"3.8";"1";"L/m2"
"20/01/2025";"Humedad relativa media a 1.5m";"91";"1";"%"
"20/01/2025";"Temperatura media  atura a 1.5m";"8.89";"1";"ºC"
"21/01/2025";"Lluvia";"10.6";"1";"L/m2"
"21/01/2025";"Humedad relativa media a 1.5m";"84";"1";"%"
"21/01/2025";"Temperatura media  atura a 1.5m";"12.79";"1";"ºC"
"22/01/2025";"Lluvia";"7.0";"1";"L/m2"
"22/01/2025";"Humedad relativa media a 1.5m";"99";"1";"%"
"22/01/2025";"Temperatura media  atura a 1.5m";"10.73";"1";"ºC"
"23/01/2025";"Lluvia";"0.0";"1";"L/m2"
"23/01/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"23/01/2025";"Temperatura media  atura a 1.5m";"10.18";"1";"ºC"
"24/01/2025";"Lluvia";"10.0";"1";"L/m2"
"24/01/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"24/01/2025";"Temperatura media  atura a 1.5m";"11.82";"1";"ºC"
"25/01/2025";"Lluvia";"4.2";"1";"L/m2"
"25/01/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"25/01/2025";"Temperatura media  atura a 1.5m";"10.70";"1";"ºC"
"26/01/2025";"Lluvia";"26.6";"1";"L/m2"
"26/01/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"26/01/2025";"Temperatura media  atura a 1.5m";"13.98";"1";"ºC"
"27/01/2025";"Lluvia";"21.4";"1";"L/m2"
"27/01/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"27/01/2025";"Temperatura media  atura a 1.5m";"9.95";"1";"ºC"
"28/01/2025";"Lluvia";"10.2";"1";"L/m2"
"28/01/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"28/01/2025";"Temperatura media  atura a 1.5m";"8.81";"1";"ºC"
"29/01/2025";"Lluvia";"15.2";"1";"L/m2"
"29/01/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"29/01/2025";"Temperatura media  atura a 1.5m";"9.51";"1";"ºC"
"30/01/2025";"Lluvia";"0.0";"1";"L/m2"
"30/01/2025";"Humedad relativa media a 1.5m";"70";"1";"%"
"30/01/2025";"Temperatura media  atura a 1.5m";"8.43";"1";"ºC"
"31/01/2025";"Lluvia";"0.0";"1";"L/m2"
"31/01/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"31/01/2025";"Temperatura media  atura a 1.5m";"5.63";"1";"ºC"
"01/02/2025";"Lluvia";"0.0";"1";"L/m2"
"01/02/2025";"Humedad relativa media a 1.5m";"93";"1";"%"
"01/02/2025";"Temperatura media  atura a 1.5m";"8.66";"1";"ºC"
"02/02/2025";"Lluvia";"1.8";"1";"L/m2"
"02/02/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"02/02/2025";"Temperatura media  atura a 1.5m";"9.48";"1";"ºC"
"03/02/2025";"Lluvia";"0.0";"1";"L/m2"
"03/02/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"03/02/2025";"Temperatura media  atura a 1.5m";"6.59";"1";"ºC"
"04/02/2025";"Lluvia";"0.0";"1";"L/m2"
"04/02/2025";"Humedad relativa media a 1.5m";"92";"1";"%"
"04/02/2025";"Temperatura media  atura a 1.5m";"5.10";"1";"ºC"
"05/02/2025";"Lluvia";"0.0";"1";"L/m2"
"05/02/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"05/02/2025";"Temperatura media  atura a 1.5m";"6.01";"1";"ºC"
"06/02/2025";"Lluvia";"0.0";"1";"L/m2"
"06/02/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"06/02/2025";"Temperatura media  atura a 1.5m";"7.09";"1";"ºC"
"07/02/2025";"Lluvia";"11.4";"1";"L/m2"
"07/02/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"07/02/2025";"Temperatura media  atura a 1.5m";"8.89";"1";"ºC"
"08/02/2025";"Lluvia";"1.0";"1";"L/m2"
"08/02/2025";"Humedad relativa media a 1.5m";"94";"1";"%"
"08/02/2025";"Temperatura media  atura a 1.5m";"3.39";"1";"ºC"
"09/02/2025";"Lluvia";"1.2";"1";"L/m2"
"09/02/2025";"Humedad relativa media a 1.5m";"100";"1";"%"
"09/02/2025";"Temperatura media  atura a 1.5m";"9.37";"1";"ºC"
"10/02/2025";"Lluvia";"5.2";"1";"L/m2"
"10/02/2025";"Humedad relativa media a 1.5m";"92";"1";"%"
"10/02/2025";"Temperatura media  atura a 1.5m";"11.99";"1";"ºC"
"11/02/2025";"Lluvia";"2.4";"1";"L/m2"
"11/02/2025";"Humedad relativa media a 1.5m";"92";"1";"%"
"11/02/2025";"Temperatura media  atura a 1.5m";"10.32";"1";"ºC"
"12/02/2025";"Lluvia";"1.6";"1";"L/m2"
"12/02/2025";"Humedad relativa media a 1.5m";"89";"1";"%"
"12/02/2025";"Temperatura media  atura a 1.5m";"10.40";"1";"ºC"
"13/02/2025";"Lluvia";"0.0";"1";"L/m2"
"13/02/2025";"Humedad relativa media a 1.5m";"87";"1";"%"
"13/02/2025";"Temperatura media  atura a 1.5m";"12.38";"1";"ºC"
"14/02/2025";"Lluvia";"0.0";"1";"L/m2"
"14/02/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"14/02/2025";"Temperatura media  atura a 1.5m";"10.81";"1";"ºC"
"15/02/2025";"Lluvia";"0.0";"1";"L/m2"
"15/02/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"15/02/2025";"Temperatura media  atura a 1.5m";"11.69";"1";"ºC"
"16/02/2025";"Lluvia";"1.2";"1";"L/m2"
"16/02/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"16/02/2025";"Temperatura media  atura a 1.5m";"10.31";"1";"ºC"
"17/02/2025";"Lluvia";"0.0";"1";"L/m2"
"17/02/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"17/02/2025";"Temperatura media  atura a 1.5m";"8.50";"1";"ºC"
"18/02/2025";"Lluvia";"0.0";"1";"L/m2"
"18/02/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"18/02/2025";"Temperatura media  atura a 1.5m";"10.92";"1";"ºC"
"19/02/2025";"Lluvia";"0.0";"1";"L/m2"
"19/02/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"19/02/2025";"Temperatura media  atura a 1.5m";"13.42";"1";"ºC"
"20/02/2025";"Lluvia";"0.0";"1";"L/m2"
"20/02/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"20/02/2025";"Temperatura media  atura a 1.5m";"13.28";"1";"ºC"
"21/02/2025";"Lluvia";"20.4";"1";"L/m2"
"21/02/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"21/02/2025";"Temperatura media  atura a 1.5m";"14.11";"1";"ºC"
"22/02/2025";"Lluvia";"4.2";"1";"L/m2"
"22/02/2025";"Humedad relativa media a 1.5m";"89";"1";"%"
"22/02/2025";"Temperatura media  atura a 1.5m";"8.86";"1";"ºC"
"23/02/2025";"Lluvia";"0.0";"1";"L/m2"
"23/02/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"23/02/2025";"Temperatura media  atura a 1.5m";"8.77";"1";"ºC"
"24/02/2025";"Lluvia";"2.6";"1";"L/m2"
"24/02/2025";"Humedad relativa media a 1.5m";"87";"1";"%"
"24/02/2025";"Temperatura media  atura a 1.5m";"11.58";"1";"ºC"
"25/02/2025";"Lluvia";"0.6";"1";"L/m2"
"25/02/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"25/02/2025";"Temperatura media  atura a 1.5m";"10.42";"1";"ºC"
"26/02/2025";"Lluvia";"0.0";"1";"L/m2"
"26/02/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"26/02/2025";"Temperatura media  atura a 1.5m";"7.20";"1";"ºC"
"27/02/2025";"Lluvia";"4.4";"1";"L/m2"
"27/02/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"27/02/2025";"Temperatura media  atura a 1.5m";"8.77";"1";"ºC"
"28/02/2025";"Lluvia";"0.0";"1";"L/m2"
"28/02/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"28/02/2025";"Temperatura media  atura a 1.5m";"11.74";"1";"ºC"
"01/03/2025";"Lluvia";"0.0";"1";"L/m2"
"01/03/2025";"Humedad relativa media a 1.5m";"65";"1";"%"
"01/03/2025";"Temperatura media  atura a 1.5m";"9.09";"1";"ºC"
"02/03/2025";"Lluvia";"0.0";"1";"L/m2"
"02/03/2025";"Humedad relativa media a 1.5m";"62";"1";"%"
"02/03/2025";"Temperatura media  atura a 1.5m";"6.51";"1";"ºC"
"03/03/2025";"Lluvia";"0.0";"1";"L/m2"
"03/03/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"03/03/2025";"Temperatura media  atura a 1.5m";"8.70";"1";"ºC"
"04/03/2025";"Lluvia";"0.6";"1";"L/m2"
"04/03/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"04/03/2025";"Temperatura media  atura a 1.5m";"11.65";"1";"ºC"
"05/03/2025";"Lluvia";"2.8";"1";"L/m2"
"05/03/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"05/03/2025";"Temperatura media  atura a 1.5m";"11.05";"1";"ºC"
"06/03/2025";"Lluvia";"6.6";"1";"L/m2"
"06/03/2025";"Humedad relativa media a 1.5m";"98";"1";"%"
"06/03/2025";"Temperatura media  atura a 1.5m";"10.81";"1";"ºC"
"07/03/2025";"Lluvia";"4.6";"1";"L/m2"
"07/03/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"07/03/2025";"Temperatura media  atura a 1.5m";"11.49";"1";"ºC"
"08/03/2025";"Lluvia";"3.8";"1";"L/m2"
"08/03/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"08/03/2025";"Temperatura media  atura a 1.5m";"9.50";"1";"ºC"
"09/03/2025";"Lluvia";"0.8";"1";"L/m2"
"09/03/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"09/03/2025";"Temperatura media  atura a 1.5m";"10.48";"1";"ºC"
"10/03/2025";"Lluvia";"3.0";"1";"L/m2"
"10/03/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"10/03/2025";"Temperatura media  atura a 1.5m";"9.23";"1";"ºC"
"11/03/2025";"Lluvia";"0.0";"1";"L/m2"
"11/03/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"11/03/2025";"Temperatura media  atura a 1.5m";"10.79";"1";"ºC"
"12/03/2025";"Lluvia";"0.0";"1";"L/m2"
"12/03/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"12/03/2025";"Temperatura media  atura a 1.5m";"9.30";"1";"ºC"
"13/03/2025";"Lluvia";"0.0";"1";"L/m2"
"13/03/2025";"Humedad relativa media a 1.5m";"65";"1";"%"
"13/03/2025";"Temperatura media  atura a 1.5m";"9.91";"1";"ºC"
"14/03/2025";"Lluvia";"0.0";"1";"L/m2"
"14/03/2025";"Humedad relativa media a 1.5m";"61";"1";"%"
"14/03/2025";"Temperatura media  atura a 1.5m";"7.02";"1";"ºC"
"15/03/2025";"Lluvia";"0.0";"1";"L/m2"
"15/03/2025";"Humedad relativa media a 1.5m";"67";"1";"%"
"15/03/2025";"Temperatura media  atura a 1.5m";"6.41";"1";"ºC"
"16/03/2025";"Lluvia";"0.0";"1";"L/m2"
"16/03/2025";"Humedad relativa media a 1.5m";"62";"1";"%"
"16/03/2025";"Temperatura media  atura a 1.5m";"7.49";"1";"ºC"
"17/03/2025";"Lluvia";"0.0";"1";"L/m2"
"17/03/2025";"Humedad relativa media a 1.5m";"64";"1";"%"
"17/03/2025";"Temperatura media  atura a 1.5m";"9.05";"1";"ºC"
