Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Coruña-Torre de Hércules";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"03/11/2024";"Lluvia";"0.0";"1";"L/m2"
"03/11/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"03/11/2024";"Temperatura media  atura a 1.5m";"17.93";"1";"ºC"
"04/11/2024";"Lluvia";"2.1";"1";"L/m2"
"04/11/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"04/11/2024";"Temperatura media  atura a 1.5m";"17.87";"1";"ºC"
"05/11/2024";"Lluvia";"0.0";"1";"L/m2"
"05/11/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"05/11/2024";"Temperatura media  atura a 1.5m";"18.89";"1";"ºC"
"06/11/2024";"Lluvia";"0.0";"1";"L/m2"
"06/11/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"06/11/2024";"Temperatura media  atura a 1.5m";"18.25";"1";"ºC"
"07/11/2024";"Lluvia";"0.0";"1";"L/m2"
"07/11/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"07/11/2024";"Temperatura media  atura a 1.5m";"18.74";"1";"ºC"
"08/11/2024";"Lluvia";"3.2";"1";"L/m2"
"08/11/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"08/11/2024";"Temperatura media  atura a 1.5m";"17.23";"1";"ºC"
"09/11/2024";"Lluvia";"12.5";"1";"L/m2"
"09/11/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"09/11/2024";"Temperatura media  atura a 1.5m";"16.03";"1";"ºC"
"10/11/2024";"Lluvia";"7.7";"1";"L/m2"
"10/11/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"10/11/2024";"Temperatura media  atura a 1.5m";"16.77";"1";"ºC"
"11/11/2024";"Lluvia";"0.0";"1";"L/m2"
"11/11/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"11/11/2024";"Temperatura media  atura a 1.5m";"16.07";"1";"ºC"
"12/11/2024";"Lluvia";"0.0";"1";"L/m2"
"12/11/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"12/11/2024";"Temperatura media  atura a 1.5m";"14.95";"1";"ºC"
"13/11/2024";"Lluvia";"1.1";"1";"L/m2"
"13/11/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"13/11/2024";"Temperatura media  atura a 1.5m";"13.09";"1";"ºC"
"14/11/2024";"Lluvia";"0.0";"1";"L/m2"
"14/11/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"14/11/2024";"Temperatura media  atura a 1.5m";"14.89";"1";"ºC"
"15/11/2024";"Lluvia";"0.5";"1";"L/m2"
"15/11/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"15/11/2024";"Temperatura media  atura a 1.5m";"14.69";"1";"ºC"
"16/11/2024";"Lluvia";"0.0";"1";"L/m2"
"16/11/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"16/11/2024";"Temperatura media  atura a 1.5m";"16.77";"1";"ºC"
"17/11/2024";"Lluvia";"0.0";"1";"L/m2"
"17/11/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"17/11/2024";"Temperatura media  atura a 1.5m";"15.12";"1";"ºC"
"18/11/2024";"Lluvia";"0.0";"1";"L/m2"
"18/11/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"18/11/2024";"Temperatura media  atura a 1.5m";"13.75";"1";"ºC"
"19/11/2024";"Lluvia";"0.0";"1";"L/m2"
"19/11/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"19/11/2024";"Temperatura media  atura a 1.5m";"14.46";"1";"ºC"
"20/11/2024";"Lluvia";"1.6";"1";"L/m2"
"20/11/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"20/11/2024";"Temperatura media  atura a 1.5m";"15.08";"1";"ºC"
"21/11/2024";"Lluvia";"33.2";"1";"L/m2"
"21/11/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"21/11/2024";"Temperatura media  atura a 1.5m";"14.20";"1";"ºC"
"22/11/2024";"Lluvia";"0.0";"1";"L/m2"
"22/11/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"22/11/2024";"Temperatura media  atura a 1.5m";"11.68";"1";"ºC"
"23/11/2024";"Lluvia";"0.0";"1";"L/m2"
"23/11/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"23/11/2024";"Temperatura media  atura a 1.5m";"18.68";"1";"ºC"
"24/11/2024";"Lluvia";"38.1";"1";"L/m2"
"24/11/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"24/11/2024";"Temperatura media  atura a 1.5m";"18.99";"1";"ºC"
"25/11/2024";"Lluvia";"3.4";"1";"L/m2"
"25/11/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"25/11/2024";"Temperatura media  atura a 1.5m";"12.91";"1";"ºC"
"26/11/2024";"Lluvia";"0.0";"1";"L/m2"
"26/11/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"26/11/2024";"Temperatura media  atura a 1.5m";"14.38";"1";"ºC"
"27/11/2024";"Lluvia";"0.0";"1";"L/m2"
"27/11/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"27/11/2024";"Temperatura media  atura a 1.5m";"15.95";"1";"ºC"
"28/11/2024";"Lluvia";"0.0";"1";"L/m2"
"28/11/2024";"Humedad relativa media a 1.5m";"46";"1";"%"
"28/11/2024";"Temperatura media  atura a 1.5m";"16.83";"1";"ºC"
"29/11/2024";"Lluvia";"0.0";"1";"L/m2"
"29/11/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"29/11/2024";"Temperatura media  atura a 1.5m";"18.35";"1";"ºC"
"30/11/2024";"Lluvia";"25.8";"1";"L/m2"
"30/11/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"30/11/2024";"Temperatura media  atura a 1.5m";"17.30";"1";"ºC"
"01/12/2024";"Lluvia";"7.4";"1";"L/m2"
"01/12/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"01/12/2024";"Temperatura media  atura a 1.5m";"15.62";"1";"ºC"
"02/12/2024";"Lluvia";"1.2";"1";"L/m2"
"02/12/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"02/12/2024";"Temperatura media  atura a 1.5m";"13.65";"1";"ºC"
"03/12/2024";"Lluvia";"2.6";"1";"L/m2"
"03/12/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"03/12/2024";"Temperatura media  atura a 1.5m";"12.40";"1";"ºC"
"04/12/2024";"Lluvia";"0.6";"1";"L/m2"
"04/12/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"04/12/2024";"Temperatura media  atura a 1.5m";"14.24";"1";"ºC"
"05/12/2024";"Lluvia";"0.0";"1";"L/m2"
"05/12/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"05/12/2024";"Temperatura media  atura a 1.5m";"16.00";"1";"ºC"
"06/12/2024";"Lluvia";"0.0";"1";"L/m2"
"06/12/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"06/12/2024";"Temperatura media  atura a 1.5m";"16.83";"1";"ºC"
"07/12/2024";"Lluvia";"7.1";"1";"L/m2"
"07/12/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"07/12/2024";"Temperatura media  atura a 1.5m";"14.04";"1";"ºC"
"08/12/2024";"Lluvia";"1.3";"1";"L/m2"
"08/12/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"08/12/2024";"Temperatura media  atura a 1.5m";"12.36";"1";"ºC"
"09/12/2024";"Lluvia";"5.9";"1";"L/m2"
"09/12/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"09/12/2024";"Temperatura media  atura a 1.5m";"11.53";"1";"ºC"
"10/12/2024";"Lluvia";"0.7";"1";"L/m2"
"10/12/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"10/12/2024";"Temperatura media  atura a 1.5m";"10.09";"1";"ºC"
"11/12/2024";"Lluvia";"0.0";"1";"L/m2"
"11/12/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"11/12/2024";"Temperatura media  atura a 1.5m";"9.27";"1";"ºC"
"12/12/2024";"Lluvia";"0.0";"1";"L/m2"
"12/12/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"12/12/2024";"Temperatura media  atura a 1.5m";"9.64";"1";"ºC"
"13/12/2024";"Lluvia";"0.0";"1";"L/m2"
"13/12/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"13/12/2024";"Temperatura media  atura a 1.5m";"9.48";"1";"ºC"
"14/12/2024";"Lluvia";"0.0";"1";"L/m2"
"14/12/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"14/12/2024";"Temperatura media  atura a 1.5m";"9.10";"1";"ºC"
"15/12/2024";"Lluvia";"0.0";"1";"L/m2"
"15/12/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"15/12/2024";"Temperatura media  atura a 1.5m";"9.77";"1";"ºC"
"16/12/2024";"Lluvia";"0.0";"1";"L/m2"
"16/12/2024";"Humedad relativa media a 1.5m";"52";"1";"%"
"16/12/2024";"Temperatura media  atura a 1.5m";"12.45";"1";"ºC"
"17/12/2024";"Lluvia";"0.0";"1";"L/m2"
"17/12/2024";"Humedad relativa media a 1.5m";"48";"1";"%"
"17/12/2024";"Temperatura media  atura a 1.5m";"16.34";"1";"ºC"
"18/12/2024";"Lluvia";"6.0";"1";"L/m2"
"18/12/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"18/12/2024";"Temperatura media  atura a 1.5m";"16.93";"1";"ºC"
"19/12/2024";"Lluvia";"1.7";"1";"L/m2"
"19/12/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"19/12/2024";"Temperatura media  atura a 1.5m";"13.13";"1";"ºC"
"20/12/2024";"Lluvia";"0.0";"1";"L/m2"
"20/12/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"20/12/2024";"Temperatura media  atura a 1.5m";"10.52";"1";"ºC"
"21/12/2024";"Lluvia";"1.9";"1";"L/m2"
"21/12/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"21/12/2024";"Temperatura media  atura a 1.5m";"13.05";"1";"ºC"
"22/12/2024";"Lluvia";"2.2";"1";"L/m2"
"22/12/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"22/12/2024";"Temperatura media  atura a 1.5m";"13.69";"1";"ºC"
"23/12/2024";"Lluvia";"0.3";"1";"L/m2"
"23/12/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"23/12/2024";"Temperatura media  atura a 1.5m";"12.07";"1";"ºC"
"24/12/2024";"Lluvia";"0.0";"1";"L/m2"
"24/12/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"24/12/2024";"Temperatura media  atura a 1.5m";"11.62";"1";"ºC"
"25/12/2024";"Lluvia";"0.0";"1";"L/m2"
"25/12/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"25/12/2024";"Temperatura media  atura a 1.5m";"12.43";"1";"ºC"
"26/12/2024";"Lluvia";"0.0";"1";"L/m2"
"26/12/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"26/12/2024";"Temperatura media  atura a 1.5m";"11.39";"1";"ºC"
"27/12/2024";"Lluvia";"0.0";"1";"L/m2"
"27/12/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"27/12/2024";"Temperatura media  atura a 1.5m";"10.78";"1";"ºC"
"28/12/2024";"Lluvia";"0.0";"1";"L/m2"
"28/12/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"28/12/2024";"Temperatura media  atura a 1.5m";"11.68";"1";"ºC"
"29/12/2024";"Lluvia";"0.0";"1";"L/m2"
"29/12/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"29/12/2024";"Temperatura media  atura a 1.5m";"11.92";"1";"ºC"
"30/12/2024";"Lluvia";"0.0";"1";"L/m2"
"30/12/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"30/12/2024";"Temperatura media  atura a 1.5m";"9.92";"1";"ºC"
"31/12/2024";"Lluvia";"0.0";"1";"L/m2"
"31/12/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"31/12/2024";"Temperatura media  atura a 1.5m";"9.74";"1";"ºC"
"01/01/2025";"Lluvia";"0.0";"1";"L/m2"
"01/01/2025";"Humedad relativa media a 1.5m";"53";"1";"%"
"01/01/2025";"Temperatura media  atura a 1.5m";"10.51";"1";"ºC"
"02/01/2025";"Lluvia";"0.0";"1";"L/m2"
"02/01/2025";"Humedad relativa media a 1.5m";"63";"1";"%"
"02/01/2025";"Temperatura media  atura a 1.5m";"13.81";"1";"ºC"
"03/01/2025";"Lluvia";"29.3";"1";"L/m2"
"03/01/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"03/01/2025";"Temperatura media  atura a 1.5m";"14.92";"1";"ºC"
"04/01/2025";"Lluvia";"0.0";"1";"L/m2"
"04/01/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"04/01/2025";"Temperatura media  atura a 1.5m";"15.55";"1";"ºC"
"05/01/2025";"Lluvia";"34.9";"1";"L/m2"
"05/01/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"05/01/2025";"Temperatura media  atura a 1.5m";"14.88";"1";"ºC"
"06/01/2025";"Lluvia";"5.4";"1";"L/m2"
"06/01/2025";"Humedad relativa media a 1.5m";"70";"1";"%"
"06/01/2025";"Temperatura media  atura a 1.5m";"11.81";"1";"ºC"
"07/01/2025";"Lluvia";"2.9";"1";"L/m2"
"07/01/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"07/01/2025";"Temperatura media  atura a 1.5m";"14.46";"1";"ºC"
"08/01/2025";"Lluvia";"17.9";"1";"L/m2"
"08/01/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"08/01/2025";"Temperatura media  atura a 1.5m";"15.77";"1";"ºC"
"09/01/2025";"Lluvia";"1.5";"1";"L/m2"
"09/01/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"09/01/2025";"Temperatura media  atura a 1.5m";"15.62";"1";"ºC"
"10/01/2025";"Lluvia";"7.3";"1";"L/m2"
"10/01/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"10/01/2025";"Temperatura media  atura a 1.5m";"16.84";"1";"ºC"
"11/01/2025";"Lluvia";"1.6";"1";"L/m2"
"11/01/2025";"Humedad relativa media a 1.5m";"100";"1";"%"
"11/01/2025";"Temperatura media  atura a 1.5m";"14.40";"1";"ºC"
"12/01/2025";"Lluvia";"0.0";"1";"L/m2"
"12/01/2025";"Humedad relativa media a 1.5m";"85";"1";"%"
"12/01/2025";"Temperatura media  atura a 1.5m";"12.16";"1";"ºC"
"13/01/2025";"Lluvia";"0.0";"1";"L/m2"
"13/01/2025";"Humedad relativa media a 1.5m";"62";"1";"%"
"13/01/2025";"Temperatura media  atura a 1.5m";"9.85";"1";"ºC"
"14/01/2025";"Lluvia";"0.0";"1";"L/m2"
"14/01/2025";"Humedad relativa media a 1.5m";"53";"1";"%"
"14/01/2025";"Temperatura media  atura a 1.5m";"10.08";"1";"ºC"
"15/01/2025";"Lluvia";"0.0";"1";"L/m2"
"15/01/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"15/01/2025";"Temperatura media  atura a 1.5m";"8.26";"1";"ºC"
"16/01/2025";"Lluvia";"0.0";"1";"L/m2"
"16/01/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"16/01/2025";"Temperatura media  atura a 1.5m";"9.73";"1";"ºC"
"17/01/2025";"Lluvia";"0.0";"1";"L/m2"
"17/01/2025";"Humedad relativa media a 1.5m";"63";"1";"%"
"17/01/2025";"Temperatura media  atura a 1.5m";"10.24";"1";"ºC"
"18/01/2025";"Lluvia";"0.0";"1";"L/m2"
"18/01/2025";"Humedad relativa media a 1.5m";"51";"1";"%"
"18/01/2025";"Temperatura media  atura a 1.5m";"10.29";"1";"ºC"
"19/01/2025";"Lluvia";"20.4";"1";"L/m2"
"19/01/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"19/01/2025";"Temperatura media  atura a 1.5m";"10.32";"1";"ºC"
"20/01/2025";"Lluvia";"5.8";"1";"L/m2"
"20/01/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"20/01/2025";"Temperatura media  atura a 1.5m";"12.18";"1";"ºC"
"21/01/2025";"Lluvia";"7.5";"1";"L/m2"
"21/01/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"21/01/2025";"Temperatura media  atura a 1.5m";"15.08";"1";"ºC"
"22/01/2025";"Lluvia";"10.2";"1";"L/m2"
"22/01/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"22/01/2025";"Temperatura media  atura a 1.5m";"12.84";"1";"ºC"
"23/01/2025";"Lluvia";"0.0";"1";"L/m2"
"23/01/2025";"Humedad relativa media a 1.5m";"67";"1";"%"
"23/01/2025";"Temperatura media  atura a 1.5m";"11.51";"1";"ºC"
"24/01/2025";"Lluvia";"32.6";"1";"L/m2"
"24/01/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"24/01/2025";"Temperatura media  atura a 1.5m";"13.99";"1";"ºC"
"25/01/2025";"Lluvia";"12.1";"1";"L/m2"
"25/01/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"25/01/2025";"Temperatura media  atura a 1.5m";"11.48";"1";"ºC"
"26/01/2025";"Lluvia";"21.9";"1";"L/m2"
"26/01/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"26/01/2025";"Temperatura media  atura a 1.5m";"14.55";"1";"ºC"
"27/01/2025";"Lluvia";"13.8";"1";"L/m2"
"27/01/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"27/01/2025";"Temperatura media  atura a 1.5m";"10.81";"1";"ºC"
"28/01/2025";"Lluvia";"10.2";"1";"L/m2"
"28/01/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"28/01/2025";"Temperatura media  atura a 1.5m";"11.56";"1";"ºC"
"29/01/2025";"Lluvia";"22.0";"1";"L/m2"
"29/01/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"29/01/2025";"Temperatura media  atura a 1.5m";"11.56";"1";"ºC"
"30/01/2025";"Lluvia";"0.3";"1";"L/m2"
"30/01/2025";"Humedad relativa media a 1.5m";"58";"1";"%"
"30/01/2025";"Temperatura media  atura a 1.5m";"11.72";"1";"ºC"
"31/01/2025";"Lluvia";"0.0";"1";"L/m2"
"31/01/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"31/01/2025";"Temperatura media  atura a 1.5m";"11.09";"1";"ºC"
"01/02/2025";"Lluvia";"4.1";"1";"L/m2"
"01/02/2025";"Humedad relativa media a 1.5m";"100";"1";"%"
"01/02/2025";"Temperatura media  atura a 1.5m";"13.22";"1";"ºC"
"02/02/2025";"Lluvia";"3.8";"1";"L/m2"
"02/02/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"02/02/2025";"Temperatura media  atura a 1.5m";"12.12";"1";"ºC"
"03/02/2025";"Lluvia";"0.0";"1";"L/m2"
"03/02/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"03/02/2025";"Temperatura media  atura a 1.5m";"10.74";"1";"ºC"
"04/02/2025";"Lluvia";"0.0";"1";"L/m2"
"04/02/2025";"Humedad relativa media a 1.5m";"66";"1";"%"
"04/02/2025";"Temperatura media  atura a 1.5m";"11.78";"1";"ºC"
"05/02/2025";"Lluvia";"0.0";"1";"L/m2"
"05/02/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"05/02/2025";"Temperatura media  atura a 1.5m";"12.98";"1";"ºC"
"06/02/2025";"Lluvia";"9.0";"1";"L/m2"
"06/02/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"06/02/2025";"Temperatura media  atura a 1.5m";"11.76";"1";"ºC"
"07/02/2025";"Lluvia";"5.2";"1";"L/m2"
"07/02/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"07/02/2025";"Temperatura media  atura a 1.5m";"10.54";"1";"ºC"
"08/02/2025";"Lluvia";"3.2";"1";"L/m2"
"08/02/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"08/02/2025";"Temperatura media  atura a 1.5m";"8.25";"1";"ºC"
"09/02/2025";"Lluvia";"4.6";"1";"L/m2"
"09/02/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"09/02/2025";"Temperatura media  atura a 1.5m";"14.70";"1";"ºC"
"10/02/2025";"Lluvia";"12.1";"1";"L/m2"
"10/02/2025";"Humedad relativa media a 1.5m";"91";"1";"%"
"10/02/2025";"Temperatura media  atura a 1.5m";"14.08";"1";"ºC"
"11/02/2025";"Lluvia";"7.1";"1";"L/m2"
"11/02/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"11/02/2025";"Temperatura media  atura a 1.5m";"12.66";"1";"ºC"
"12/02/2025";"Lluvia";"7.2";"1";"L/m2"
"12/02/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"12/02/2025";"Temperatura media  atura a 1.5m";"12.85";"1";"ºC"
"13/02/2025";"Lluvia";"0.0";"1";"L/m2"
"13/02/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"13/02/2025";"Temperatura media  atura a 1.5m";"14.91";"1";"ºC"
"14/02/2025";"Lluvia";"0.0";"1";"L/m2"
"14/02/2025";"Humedad relativa media a 1.5m";"64";"1";"%"
"14/02/2025";"Temperatura media  atura a 1.5m";"14.57";"1";"ºC"
"15/02/2025";"Lluvia";"0.0";"1";"L/m2"
"15/02/2025";"Humedad relativa media a 1.5m";"63";"1";"%"
"15/02/2025";"Temperatura media  atura a 1.5m";"15.19";"1";"ºC"
"16/02/2025";"Lluvia";"6.1";"1";"L/m2"
"16/02/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"16/02/2025";"Temperatura media  atura a 1.5m";"13.23";"1";"ºC"
"17/02/2025";"Lluvia";"0.0";"1";"L/m2"
"17/02/2025";"Humedad relativa media a 1.5m";"67";"1";"%"
"17/02/2025";"Temperatura media  atura a 1.5m";"12.62";"1";"ºC"
"18/02/2025";"Lluvia";"0.0";"1";"L/m2"
"18/02/2025";"Humedad relativa media a 1.5m";"57";"1";"%"
"18/02/2025";"Temperatura media  atura a 1.5m";"15.41";"1";"ºC"
"19/02/2025";"Lluvia";"0.4";"1";"L/m2"
"19/02/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"19/02/2025";"Temperatura media  atura a 1.5m";"15.14";"1";"ºC"
"20/02/2025";"Lluvia";"0.0";"1";"L/m2"
"20/02/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"20/02/2025";"Temperatura media  atura a 1.5m";"15.85";"1";"ºC"
"21/02/2025";"Lluvia";"23.2";"1";"L/m2"
"21/02/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"21/02/2025";"Temperatura media  atura a 1.5m";"14.41";"1";"ºC"
"22/02/2025";"Lluvia";"5.4";"1";"L/m2"
"22/02/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"22/02/2025";"Temperatura media  atura a 1.5m";"12.41";"1";"ºC"
"23/02/2025";"Lluvia";"0.0";"1";"L/m2"
"23/02/2025";"Humedad relativa media a 1.5m";"66";"1";"%"
"23/02/2025";"Temperatura media  atura a 1.5m";"13.49";"1";"ºC"
"24/02/2025";"Lluvia";"77.6";"1";"L/m2"
"24/02/2025";"Humedad relativa media a 1.5m";"92";"1";"%"
"24/02/2025";"Temperatura media  atura a 1.5m";"13.85";"1";"ºC"
"25/02/2025";"Lluvia";"0.0";"1";"L/m2"
"25/02/2025";"Humedad relativa media a 1.5m";"68";"1";"%"
"25/02/2025";"Temperatura media  atura a 1.5m";"12.82";"1";"ºC"
"26/02/2025";"Lluvia";"0.0";"1";"L/m2"
"26/02/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"26/02/2025";"Temperatura media  atura a 1.5m";"11.69";"1";"ºC"
"27/02/2025";"Lluvia";"0.0";"1";"L/m2"
"27/02/2025";"Humedad relativa media a 1.5m";"64";"1";"%"
"27/02/2025";"Temperatura media  atura a 1.5m";"12.69";"1";"ºC"
"28/02/2025";"Lluvia";"0.0";"1";"L/m2"
"28/02/2025";"Humedad relativa media a 1.5m";"68";"1";"%"
"28/02/2025";"Temperatura media  atura a 1.5m";"12.78";"1";"ºC"
"01/03/2025";"Lluvia";"0.0";"1";"L/m2"
"01/03/2025";"Humedad relativa media a 1.5m";"51";"1";"%"
"01/03/2025";"Temperatura media  atura a 1.5m";"11.41";"1";"ºC"
"02/03/2025";"Lluvia";"0.0";"1";"L/m2"
"02/03/2025";"Humedad relativa media a 1.5m";"55";"1";"%"
"02/03/2025";"Temperatura media  atura a 1.5m";"10.23";"1";"ºC"
"03/03/2025";"Lluvia";"0.0";"1";"L/m2"
"03/03/2025";"Humedad relativa media a 1.5m";"63";"1";"%"
"03/03/2025";"Temperatura media  atura a 1.5m";"11.91";"1";"ºC"
"04/03/2025";"Lluvia";"0.0";"1";"L/m2"
"04/03/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"04/03/2025";"Temperatura media  atura a 1.5m";"13.52";"1";"ºC"
"05/03/2025";"Lluvia";"0.0";"1";"L/m2"
"05/03/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"05/03/2025";"Temperatura media  atura a 1.5m";"13.75";"1";"ºC"
"06/03/2025";"Lluvia";"2.6";"1";"L/m2"
"06/03/2025";"Humedad relativa media a 1.5m";"91";"1";"%"
"06/03/2025";"Temperatura media  atura a 1.5m";"13.31";"1";"ºC"
"07/03/2025";"Lluvia";"3.3";"1";"L/m2"
"07/03/2025";"Humedad relativa media a 1.5m";"65";"1";"%"
"07/03/2025";"Temperatura media  atura a 1.5m";"14.12";"1";"ºC"
"08/03/2025";"Lluvia";"10.1";"1";"L/m2"
"08/03/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"08/03/2025";"Temperatura media  atura a 1.5m";"11.05";"1";"ºC"
"09/03/2025";"Lluvia";"4.4";"1";"L/m2"
"09/03/2025";"Humedad relativa media a 1.5m";"64";"1";"%"
"09/03/2025";"Temperatura media  atura a 1.5m";"12.30";"1";"ºC"
"10/03/2025";"Lluvia";"4.7";"1";"L/m2"
"10/03/2025";"Humedad relativa media a 1.5m";"62";"1";"%"
"10/03/2025";"Temperatura media  atura a 1.5m";"12.31";"1";"ºC"
"11/03/2025";"Lluvia";"0.0";"1";"L/m2"
"11/03/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"11/03/2025";"Temperatura media  atura a 1.5m";"12.95";"1";"ºC"
"12/03/2025";"Lluvia";"0.7";"1";"L/m2"
"12/03/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"12/03/2025";"Temperatura media  atura a 1.5m";"11.25";"1";"ºC"
"13/03/2025";"Lluvia";"0.0";"1";"L/m2"
"13/03/2025";"Humedad relativa media a 1.5m";"62";"1";"%"
"13/03/2025";"Temperatura media  atura a 1.5m";"10.26";"1";"ºC"
"14/03/2025";"Lluvia";"1.0";"1";"L/m2"
"14/03/2025";"Humedad relativa media a 1.5m";"63";"1";"%"
"14/03/2025";"Temperatura media  atura a 1.5m";"9.65";"1";"ºC"
"15/03/2025";"Lluvia";"0.0";"1";"L/m2"
"15/03/2025";"Humedad relativa media a 1.5m";"58";"1";"%"
"15/03/2025";"Temperatura media  atura a 1.5m";"10.14";"1";"ºC"
"16/03/2025";"Lluvia";"0.0";"1";"L/m2"
"16/03/2025";"Humedad relativa media a 1.5m";"55";"1";"%"
"16/03/2025";"Temperatura media  atura a 1.5m";"9.26";"1";"ºC"
"17/03/2025";"Lluvia";"0.6";"1";"L/m2"
"17/03/2025";"Humedad relativa media a 1.5m";"54";"1";"%"
"17/03/2025";"Temperatura media  atura a 1.5m";"11.36";"1";"ºC"
